State,District,Latitude,Longitude,Soil_phh2o_0-5cm,Soil_ocd_0-5cm,Soil_clay_0-5cm,Soil_sand_0-5cm,Soil_silt_0-5cm,Soil_bdod_0-5cm,Year,avg_temp,avg_humidity,avg_windspeed,avg_solarradiation
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2006 - 2007,19.86350685,70.53728767,0.296876712,15.58312329
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2007 - 2008,19.59322404,73.66581967,0.289289617,15.15565574
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2008 - 2009,19.51471233,76.53630137,0.28830137,15.83326027
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2009 - 2010,19.42860274,77.56416438,0.283260274,15.43049315
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2010 - 2011,19.14213699,79.39865753,0.264273973,15.62605479
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2011 - 2012,19.08349727,76.7923224,0.291010929,15.93281421
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2012 - 2013,20.12846575,77.99550685,0.29490411,16.26679452
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2013 - 2014,19.7210137,77.61191781,0.288410959,16.26805479
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2014 - 2015,20.23117808,78.37145205,0.278164384,15.64427397
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2015 - 2016,19.7863388,79.92415301,0.265027322,15.1845082
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2016 - 2017,20.29742466,77.96838356,0.279041096,15.59221918
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2017 - 2018,20.05090411,79.26863014,0.280931507,15.3409863
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2018 - 2019,19.78917808,77.19682192,0.298657534,15.61386301
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2019 - 2020,19.66937158,79.5342623,0.272459016,15.22095628
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2020 - 2021,20.00156164,79.04923288,0.285260274,15.46219178
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2021 - 2022,19.57769863,78.89709589,0.282876712,15.26473973
Nagaland,Longleng,26.5839315,94.8045481,5.3,49.5,28.7,37.4,33.9,1.1,2022 - 2023,19.77863014,76.66731507,0.301424658,16.22410959
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2001 - 2002,23.29079452,67.32057534,0.552630137,15.91169863
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2002 - 2003,22.62720548,70.31408219,0.558136986,15.35912329
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2003 - 2004,22.55144809,73.51251366,0.527923497,15.09060109
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2004 - 2005,22.23449315,74.49654795,0.547041096,15.16882192
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2005 - 2006,23.03484932,69.24567123,0.543945205,15.67249315
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2006 - 2007,22.68978082,70.44493151,0.571561644,15.58312329
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2007 - 2008,22.24666667,74.8795082,0.522622951,15.15565574
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2008 - 2009,22.5220274,74.77172603,0.540082192,15.83326027
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2009 - 2010,22.39794521,76.13476712,0.562794521,15.43049315
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2010 - 2011,21.98816438,78.36630137,0.537123288,15.62605479
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2011 - 2012,22.10262295,75.13661202,0.567868852,15.93281421
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2012 - 2013,23.13764384,76.25043836,0.55969863,16.26679452
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2013 - 2014,22.83682192,75.73926027,0.568520548,16.26805479
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2014 - 2015,23.27816438,76.88539726,0.55709589,15.64427397
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2015 - 2016,23.06153005,77.83379781,0.567295082,15.1845082
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2016 - 2017,23.40238356,76.34772603,0.566082192,15.59221918
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2017 - 2018,23.00767123,78.74819178,0.526410959,15.3409863
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2018 - 2019,22.8369863,75.72063014,0.537452055,15.61386301
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2019 - 2020,22.65647541,78.07155738,0.530874317,15.22095628
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2020 - 2021,23.00936986,77.40476712,0.563041096,15.46219178
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2021 - 2022,22.63780822,76.85479452,0.56539726,15.26473973
Nagaland,Mokokchung,26.4795861,94.5105275,5.1,38.6,30,36.9,33.1,1.15,2022 - 2023,22.82657534,74.96169863,0.545780822,16.22410959
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2001 - 2002,20.5250411,66.90405479,0.291726027,14.69060274
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2002 - 2003,19.94123288,68.97235616,0.295232877,14.39643836
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2003 - 2004,19.86021858,72.42669399,0.278306011,13.63535519
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2004 - 2005,19.5840274,72.66380822,0.272219178,13.82865753
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2005 - 2006,20.26972603,68.43980822,0.294821918,14.83175342
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2006 - 2007,19.86350685,70.53728767,0.296876712,14.88156164
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2007 - 2008,19.59322404,73.66581967,0.289289617,14.08737705
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2008 - 2009,19.51471233,76.53630137,0.28830137,14.96956164
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2009 - 2010,19.42860274,77.56416438,0.283260274,14.57945205
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2010 - 2011,19.14213699,79.39865753,0.264273973,14.62416438
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2011 - 2012,19.08349727,76.7923224,0.291010929,14.8692623
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2012 - 2013,20.12846575,77.99550685,0.29490411,15.28342466
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2013 - 2014,19.7210137,77.61191781,0.288410959,15.39660274
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2014 - 2015,20.23117808,78.37145205,0.278164384,14.75909589
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2015 - 2016,19.7863388,79.92415301,0.265027322,13.92806011
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2016 - 2017,20.29742466,77.96838356,0.279041096,14.48452055
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2017 - 2018,20.05090411,79.26863014,0.280931507,14.42783562
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2018 - 2019,19.78917808,77.19682192,0.298657534,14.91816438
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2019 - 2020,19.66937158,79.5342623,0.272459016,14.23674863
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2020 - 2021,20.00156164,79.04923288,0.285260274,14.52235616
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2021 - 2022,19.57769863,78.89709589,0.282876712,14.34378082
Nagaland,Mon,26.666667,95,5.3,50,29.5,37.9,32.7,1.13,2022 - 2023,19.77863014,76.66731507,0.301424658,15.4370411
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2001 - 2002,18.61665753,65.23627397,0.250054795,14.69060274
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2002 - 2003,17.97608219,68.04860274,0.253808219,14.39643836
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2003 - 2004,18.14551913,69.67882514,0.235846995,13.63535519
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2004 - 2005,17.83038356,70.20380822,0.240493151,13.82865753
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2005 - 2006,18.48961644,66.85186301,0.256191781,14.83175342
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2006 - 2007,17.96813699,69.14043836,0.251561644,14.88156164
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2007 - 2008,17.68445355,71.75311475,0.255409836,14.08737705
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2008 - 2009,17.40542466,76.61263014,0.260219178,14.96956164
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2009 - 2010,17.38323288,77.10673973,0.27060274,14.57945205
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2010 - 2011,17.00986301,79.61334247,0.249753425,14.62416438
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2011 - 2012,16.85464481,77.44991803,0.269863388,14.8692623
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2012 - 2013,17.85734247,78.29246575,0.271424658,15.28342466
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2013 - 2014,17.38575342,78.14035616,0.27260274,15.39660274
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2014 - 2015,17.94230137,78.41558904,0.250164384,14.75909589
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2015 - 2016,17.50980874,80.06650273,0.242513661,13.92806011
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2016 - 2017,17.94438356,78.74306849,0.246547945,14.48452055
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2017 - 2018,17.66391781,80.17580822,0.252794521,14.42783562
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2018 - 2019,17.45249315,77.58136986,0.27,14.91816438
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2019 - 2020,17.33166667,79.89590164,0.248360656,14.23674863
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2020 - 2021,17.79846575,78.88789041,0.265068493,14.52235616
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2021 - 2022,17.42276712,78.71235616,0.253890411,14.34378082
Nagaland,Noklak,26.1123947,95.0124041,5.4,45.9,29.5,34.2,36.3,1.08,2022 - 2023,17.68936986,75.76556164,0.282356164,15.4370411
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2001 - 2002,21.23810959,66.28446575,0.234520548,16.20290411
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2002 - 2003,20.40391781,71.36610959,0.229315068,15.84654795
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2003 - 2004,20.44631148,73.28737705,0.231311475,15.62934426
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2004 - 2005,20.29605479,73.71991781,0.219890411,15.37249315
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2005 - 2006,20.95238356,69.92808219,0.242958904,15.96731507
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2006 - 2007,20.60991781,69.83906849,0.233780822,16.01550685
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2007 - 2008,20.21336066,73.65374317,0.234398907,15.6826776
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2008 - 2009,20.5059726,73.45608219,0.245013699,16.21482192
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2009 - 2010,20.36884932,75.04361644,0.229232877,15.68747945
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2010 - 2011,19.754,79.40142466,0.224027397,15.83715068
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2011 - 2012,19.8881694,75.91789617,0.239644809,16.23844262
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2012 - 2013,20.69317808,76.5739726,0.212109589,16.70843836
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2013 - 2014,20.37775342,76.97986301,0.217972603,16.55142466
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2014 - 2015,20.91463014,76.37208219,0.19830137,16.04816438
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2015 - 2016,20.36010929,80.4320765,0.203497268,15.62901639
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2016 - 2017,20.6930411,79.3370137,0.212246575,15.93808219
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2017 - 2018,20.22767123,81.50065753,0.210438356,15.60153425
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2018 - 2019,20.27884932,76.39720548,0.232520548,16.47194521
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2019 - 2020,20.0797541,78.67027322,0.217513661,15.71879781
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2020 - 2021,20.73810959,76.19476712,0.206082192,16.0469589
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2021 - 2022,20.45632877,75.14863014,0.198328767,15.37843836
Nagaland,Peren,25.4502306,93.6001154,5.1,46.7,30.6,31.7,37.6,1.07,2022 - 2023,20.81630137,72.07775342,0.223945205,16.56827397
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2001 - 2002,19.2469863,65.08912329,0.203506849,15.69063014
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2002 - 2003,18.46632877,69.48978082,0.202328767,15.35150685
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2003 - 2004,18.59704918,71.36502732,0.197404372,14.86199454
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2004 - 2005,18.33693151,71.89835616,0.201561644,14.78084932
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2005 - 2006,18.98915068,68.60052055,0.205726027,15.78463014
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2006 - 2007,18.54350685,69.27134247,0.203780822,15.62386301
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2007 - 2008,18.25139344,72.18806011,0.202103825,15.0763388
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2008 - 2009,18.27939726,73.85950685,0.204931507,15.74257534
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2009 - 2010,18.22241096,74.84915068,0.201780822,15.61049315
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2010 - 2011,17.70260274,78.45649315,0.192356164,15.2609863
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2011 - 2012,17.69748634,75.77852459,0.20568306,15.83106557
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2012 - 2013,18.59627397,76.07668493,0.212547945,16.16093151
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2013 - 2014,18.15515068,76.34767123,0.20909589,16.05594521
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2014 - 2015,18.77145205,75.84263014,0.213205479,15.81358904
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2015 - 2016,18.22860656,78.92161202,0.19920765,15.13647541
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2016 - 2017,18.58832877,78.07920548,0.19630137,15.41769863
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2017 - 2018,18.27060274,79.28890411,0.192712329,15.06208219
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2018 - 2019,18.12813699,75.97663014,0.214986301,15.99369863
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2019 - 2020,17.98713115,78.09745902,0.199234973,15.32724044
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2020 - 2021,18.53975342,76.65024658,0.207287671,15.52556164
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2021 - 2022,18.14506849,76.34342466,0.20709589,14.93873973
Nagaland,Phek,25.6514473,94.3809788,5.3,35.7,27.7,30.8,41.4,1.02,2022 - 2023,18.49832877,73.2030137,0.214575342,16.28832877
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2001 - 2002,18.61665753,65.23627397,0.250054795,15.91169863
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2002 - 2003,17.97608219,68.04860274,0.253808219,15.35912329
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2003 - 2004,18.14551913,69.67882514,0.235846995,15.09060109
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2004 - 2005,17.83038356,70.20380822,0.240493151,15.16882192
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2005 - 2006,18.48961644,66.85186301,0.256191781,15.67249315
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2006 - 2007,17.96813699,69.14043836,0.251561644,15.58312329
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2007 - 2008,17.68445355,71.75311475,0.255409836,15.15565574
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2008 - 2009,17.40542466,76.61263014,0.260219178,15.83326027
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2009 - 2010,17.38323288,77.10673973,0.27060274,15.43049315
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2010 - 2011,17.00986301,79.61334247,0.249753425,15.62605479
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2011 - 2012,16.85464481,77.44991803,0.269863388,15.93281421
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2012 - 2013,17.85734247,78.29246575,0.271424658,16.26679452
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2013 - 2014,17.38575342,78.14035616,0.27260274,16.26805479
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2014 - 2015,17.94230137,78.41558904,0.250164384,15.64427397
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2015 - 2016,17.50980874,80.06650273,0.242513661,15.1845082
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2016 - 2017,17.94438356,78.74306849,0.246547945,15.59221918
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2017 - 2018,17.66391781,80.17580822,0.252794521,15.3409863
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2018 - 2019,17.45249315,77.58136986,0.27,15.61386301
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2019 - 2020,17.33166667,79.89590164,0.248360656,15.22095628
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2020 - 2021,17.79846575,78.88789041,0.265068493,15.46219178
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2021 - 2022,17.42276712,78.71235616,0.253890411,15.26473973
Nagaland,Shamator,26.0714153,94.8745224,5.5,40.1,29.9,35.6,34.6,1.02,2022 - 2023,17.68936986,75.76556164,0.282356164,16.22410959
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2001 - 2002,20.94635616,66.26783562,0.275890411,15.69063014
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2002 - 2003,20.25652055,69.81057534,0.272684932,15.35150685
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2003 - 2004,20.25215847,72.46204918,0.266448087,14.86199454
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2004 - 2005,19.95375342,73.43736986,0.261479452,14.78084932
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2005 - 2006,20.706,68.83279452,0.281287671,15.78463014
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2006 - 2007,20.32172603,69.58575342,0.273315068,15.62386301
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2007 - 2008,19.91254098,73.68314208,0.270273224,15.0763388
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2008 - 2009,20.07693151,74.2660274,0.282328767,15.74257534
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2009 - 2010,20.04520548,75.03372603,0.266684932,15.61049315
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2010 - 2011,19.55665753,78.2050411,0.255643836,15.2609863
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2011 - 2012,19.62428962,75.01213115,0.274945355,15.83106557
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2012 - 2013,20.58145205,75.78430137,0.259123288,16.16093151
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2013 - 2014,20.22808219,75.57175342,0.25939726,16.05594521
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2014 - 2015,20.78046575,75.79153425,0.25569863,15.81358904
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2015 - 2016,20.36934426,78.00685792,0.253306011,15.13647541
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2016 - 2017,20.68556164,76.95479452,0.257561644,15.41769863
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2017 - 2018,20.35947945,78.69890411,0.244712329,15.06208219
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2018 - 2019,20.20460274,75.3929863,0.276520548,15.99369863
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2019 - 2020,20.04355191,77.71606557,0.245218579,15.32724044
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2020 - 2021,20.51076712,76.52112329,0.251260274,15.52556164
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2021 - 2022,20.10389041,76.25860274,0.250356164,14.93873973
Nagaland,Tseminyu,25.9266027,94.2088016,5.2,41.9,32.3,30.2,37.5,1.08,2022 - 2023,20.41813699,73.32331507,0.274438356,16.28832877
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2001 - 2002,18.61665753,65.23627397,0.250054795,15.91169863
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2002 - 2003,17.97608219,68.04860274,0.253808219,15.35912329
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2003 - 2004,18.14551913,69.67882514,0.235846995,15.09060109
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2004 - 2005,17.83038356,70.20380822,0.240493151,15.16882192
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2005 - 2006,18.48961644,66.85186301,0.256191781,15.67249315
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2006 - 2007,17.96813699,69.14043836,0.251561644,15.58312329
Nagaland,Tuensang,26.2342107,94.741553,5.2,47,31.6,35.6,32.8,0.97,2007 - 2008,17.68445355,71.75311475,0.255409836,15.15565574
