State,District,Latitude,Longitude,Soil_phh2o_0-5cm,Soil_ocd_0-5cm,Soil_clay_0-5cm,Soil_sand_0-5cm,Soil_silt_0-5cm,Soil_bdod_0-5cm,Year,avg_temp,avg_humidity,avg_windspeed,avg_solarradiation
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2013 - 2014,23.46736986,65.48950685,1.829643836,17.50372603
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2014 - 2015,23.75613699,58.8249863,1.88860274,17.85564384
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2015 - 2016,25.08311475,55.07478142,1.777540984,18.26800546
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2016 - 2017,24.2469589,56.12147945,1.891945205,18.3009863
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2017 - 2018,24.70920548,53.69317808,1.741890411,17.94189041
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2018 - 2019,24.38,53.45649315,1.883041096,17.75635616
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2019 - 2020,22.5663388,70.59027322,1.750546448,16.35486339
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2020 - 2021,23.87624658,60.34980822,1.651452055,17.11191781
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2021 - 2022,24.01580822,60.03849315,1.799369863,17.38980822
Chhattisgarh,Gaurella-pendra-marwahi,22.7552845,81.9022405,7.2,25.5,38.8,20.9,40.3,1.52,2022 - 2023,23.41531507,62.09846575,1.755616438,17.53460274
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2001 - 2002,26.06608219,59.87336986,1.933561644,19.02276712
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2002 - 2003,26.80232877,51.69183562,1.933726027,19.21282192
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2003 - 2004,25.29997268,66.24991803,1.86852459,18.59439891
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2004 - 2005,26.02734247,58.40476712,1.736684932,19.15465753
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2005 - 2006,25.50027397,61.90227397,1.739643836,18.90208219
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2006 - 2007,26.31972603,58.55473973,1.925890411,18.63054795
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2007 - 2008,25.25420765,62.17478142,1.785191257,18.3789071
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2008 - 2009,26.52358904,57.47208219,1.724849315,19.35013699
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2009 - 2010,26.84630137,55.24232877,1.839041096,18.85136986
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2010 - 2011,25.87473973,61.70542466,1.740684932,18.44410959
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2011 - 2012,25.67325137,60.74595628,1.804289617,18.68374317
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2012 - 2013,25.32063014,63.67619178,1.791561644,17.9849863
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2013 - 2014,25.34671233,67.11293151,1.736739726,17.92616438
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2014 - 2015,25.51430137,61.6269863,1.853013699,18.02986301
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2015 - 2016,27.08871585,57.15546448,1.753060109,18.56734973
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2016 - 2017,26.02978082,59.13506849,1.834164384,18.57772603
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2017 - 2018,26.21558904,58.46621918,1.74109589,18.18668493
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2018 - 2019,26.41545205,55.33545205,1.856136986,18.11956164
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2019 - 2020,24.35098361,72.36915301,1.718551913,16.80612022
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2020 - 2021,25.50791781,63.74386301,1.579890411,17.30372603
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2021 - 2022,25.7340274,64.16021918,1.737287671,17.64980822
Chhattisgarh,Janjgir-champa,21.986403,82.5536606,7.3,24.5,40.8,19.1,40.1,1.51,2022 - 2023,25.28846575,63.87843836,1.65860274,17.80060274
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2001 - 2002,23.49643836,60.02383562,1.990356164,18.60353425
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2002 - 2003,23.51824658,55.90369863,1.967780822,18.86747945
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2003 - 2004,22.73215847,67.06464481,1.90636612,18.25598361
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2004 - 2005,23.26249315,59.51084932,1.838931507,18.60093151
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2005 - 2006,23.02989041,60.67873973,1.878630137,18.43230137
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2006 - 2007,23.13857534,62.21010959,2.034191781,17.92545205
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2007 - 2008,22.53494536,63.39806011,1.925874317,17.79806011
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2008 - 2009,23.61109589,59.24232877,1.870410959,18.79969863
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2009 - 2010,23.91054795,56.92936986,1.947589041,18.54323288
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2010 - 2011,23.47715068,60.09416438,1.935753425,17.97717808
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2011 - 2012,22.98423497,62.06923497,1.900409836,18.10092896
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2012 - 2013,22.48693151,64.2130137,1.919123288,17.64079452
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2013 - 2014,22.53769863,68.60569863,1.883068493,17.6299726
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2014 - 2015,22.94586301,61.32767123,1.897863014,17.67717808
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2015 - 2016,24.0713388,59.74213115,1.810655738,17.96672131
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2016 - 2017,23.25810959,61.66756164,1.948383562,18.10764384
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2017 - 2018,23.40213699,60.55449315,1.852164384,17.73016438
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2018 - 2019,23.50287671,58.09939726,1.935041096,17.62249315
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2019 - 2020,21.82497268,73.03368852,1.838360656,16.18013661
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2020 - 2021,22.88123288,65.63863014,1.729917808,16.86915068
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2021 - 2022,23.24315068,63.99156164,1.899342466,17.23761644
Chhattisgarh,Jashpur,22.770251,83.9708013,6.6,26.1,36.4,24,39.6,1.4,2022 - 2023,22.98778082,62.28241096,1.90660274,17.27208219
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2001 - 2002,25.96372603,54.40421918,2.152547945,18.66463014
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2002 - 2003,26.46635616,48.79619178,2.112191781,19.08531507
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2003 - 2004,25.19489071,61.89642077,2.054918033,18.17346995
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2004 - 2005,25.91860274,53.59019178,1.920082192,18.67739726
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2005 - 2006,25.50912329,56.38610959,1.945506849,18.5069589
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2006 - 2007,26.14356164,54.47736986,2.054164384,18.11887671
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2007 - 2008,25.25969945,55.97540984,1.983797814,18.04587432
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2008 - 2009,26.61553425,51.58616438,1.870821918,19.10857534
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2009 - 2010,26.65758904,51.83794521,2.053589041,18.83734247
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2010 - 2011,25.58536986,59.03158904,1.82630137,17.92093151
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2011 - 2012,25.57081967,55.46095628,1.962896175,18.44560109
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2012 - 2013,25.42621918,57.84876712,1.945260274,17.77249315
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2013 - 2014,25.21646575,63.19684932,1.917726027,17.50372603
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2014 - 2015,25.3450411,57.61794521,2.083780822,17.85564384
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2015 - 2016,26.83215847,53.2176776,1.921857923,18.26800546
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2016 - 2017,25.96767123,53.61238356,2.026657534,18.3009863
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2017 - 2018,26.11145205,53.71736986,1.846520548,17.94189041
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2018 - 2019,26.03323288,51.86591781,1.981123288,17.75635616
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2019 - 2020,24.12333333,69.1920765,1.800464481,16.35486339
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2020 - 2021,25.3630137,59.29706849,1.672767123,17.11191781
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2021 - 2022,25.54021918,60.18794521,1.807452055,17.38980822
Chhattisgarh,Kabirdham,22.1150085,81.2446944,7.3,20.2,37.8,19.1,43,1.62,2022 - 2023,25.12279452,60.19008219,1.775068493,17.53460274
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2001 - 2002,25.52509589,58.22060274,1.915315068,18.77884932
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2002 - 2003,25.99876712,51.82364384,1.914082192,19.06178082
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2003 - 2004,24.74346995,65.14595628,1.798579235,18.34344262
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2004 - 2005,25.35536986,57.43139726,1.741315068,18.85506849
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2005 - 2006,25.13687671,59.36720548,1.757424658,18.61753425
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2006 - 2007,25.73641096,57.15868493,1.906547945,18.17353425
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2007 - 2008,24.75726776,60.19918033,1.780464481,18.09193989
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2008 - 2009,26.01273973,55.83460274,1.737342466,19.16216438
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2009 - 2010,26.39860274,53.07594521,1.853835616,18.77967123
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2010 - 2011,25.44720548,59.5100274,1.739479452,18.14309589
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2011 - 2012,25.14513661,59.27243169,1.780928962,18.3363388
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2012 - 2013,24.82378082,61.40328767,1.777178082,17.85520548
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2013 - 2014,24.68367123,66.73128767,1.735369863,17.71660274
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2014 - 2015,24.99178082,60.30180822,1.810876712,17.88345205
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2015 - 2016,26.4218306,56.35177596,1.684808743,18.19513661
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2016 - 2017,25.44561644,58.34019178,1.798958904,18.22235616
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2017 - 2018,25.73117808,56.89758904,1.667178082,17.80452055
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2018 - 2019,25.79167123,54.29547945,1.786794521,17.73142466
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2019 - 2020,23.7413388,71.72680328,1.700928962,16.2881694
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2020 - 2021,25.05364384,62.14726027,1.575863014,17.03821918
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2021 - 2022,25.23213699,62.31575342,1.687808219,17.35126027
Chhattisgarh,Korba,22.5198217,82.6350029,7.2,26.5,41.6,21.6,36.8,1.36,2022 - 2023,24.69915068,63.16964384,1.676082192,17.42419178
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2001 - 2002,26.01035616,61.06068493,2.167342466,19.02276712
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2002 - 2003,26.88443836,51.80539726,2.118986301,19.21282192
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2003 - 2004,25.24155738,67.05054645,2.172076503,18.59439891
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2004 - 2005,26.03005479,59.58254795,1.925643836,19.15465753
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2005 - 2006,25.28739726,63.77545205,1.889041096,18.90208219
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2006 - 2007,26.16350685,60.17575342,2.105315068,18.63054795
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2007 - 2008,25.1789071,63.09095628,2.004016393,18.3789071
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2008 - 2009,26.41476712,57.96030137,1.888410959,19.35013699
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2009 - 2010,26.50964384,58.05717808,2.012191781,18.85136986
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2010 - 2011,25.4969589,65.13753425,1.835205479,18.44410959
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2011 - 2012,25.70743169,60.7276776,1.972103825,18.68374317
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2012 - 2013,25.37978082,64.76953425,2.040493151,17.9849863
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2013 - 2014,25.36156164,67.10852055,1.952109589,17.92616438
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2014 - 2015,25.32024658,62.99063014,2.07230137,18.02986301
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2015 - 2016,26.94849727,58.72920765,1.967568306,18.56734973
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2016 - 2017,25.77441096,60.43780822,2.031123288,18.57772603
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2017 - 2018,25.9469589,60.12942466,1.889589041,18.18668493
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2018 - 2019,26.0820274,58.08306849,2.068821918,18.11956164
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2019 - 2020,24.43568306,72.54863388,1.859480874,16.80612022
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2020 - 2021,25.42167123,64.20791781,1.726684932,17.30372603
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2021 - 2022,25.57917808,65.84380822,1.886082192,17.64980822
Chhattisgarh,Mahasamund,21.1922846,82.4890263,7.2,21.2,36.2,22.2,41.6,1.58,2022 - 2023,25.33926027,63.45068493,1.791013699,17.80060274
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2001 - 2002,24.67652055,53.94142466,2.135671233,18.53536986
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2002 - 2003,24.67805479,51.30043836,2.110986301,18.82572603
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2003 - 2004,24.11715847,60.88942623,2.061912568,18.03057377
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2004 - 2005,24.5330411,53.41857534,1.908931507,18.78536986
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2005 - 2006,24.42890411,55.04153425,1.983315068,18.41846575
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2006 - 2007,24.76109589,54.10865753,2.133835616,17.9899726
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2007 - 2008,23.9986612,54.77863388,1.973934426,17.85765027
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2008 - 2009,25.01646575,53.06317808,1.965808219,18.84019178
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2009 - 2010,25.33610959,51.05063014,2.044273973,18.70476712
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2010 - 2011,24.55131507,56.47989041,1.864082192,17.89841096
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2011 - 2012,24.18057377,55.89046448,2.028497268,18.35306011
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2012 - 2013,23.97958904,57.36813699,1.976027397,17.97747945
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2013 - 2014,23.75205479,64.25887671,1.952246575,17.7280274
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2014 - 2015,24.10016438,57.35336986,1.950054795,17.74835616
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2015 - 2016,25.36131148,53.44729508,1.909508197,18.2720765
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2016 - 2017,24.51235616,55.41517808,1.980082192,18.03520548
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2017 - 2018,25.05684932,51.91284932,1.902986301,17.70882192
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2018 - 2019,24.63906849,52.49126027,2.019178082,17.776
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2019 - 2020,22.88352459,69.30969945,1.854945355,16.43748634
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2020 - 2021,24.16923288,58.92106849,1.769424658,16.88550685
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2021 - 2022,24.31509589,58.22591781,1.971589041,17.44309589
Chhattisgarh,Manendragarh chirimiri bharatpur,23.4316692,82.1630361,7.2,21.4,39.8,16.4,43.8,1.61,2022 - 2023,23.80635616,60.17630137,1.874328767,17.4570137
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2001 - 2002,24.94378082,64.25394521,1.819917808,18.37975342
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2002 - 2003,25.91923288,54.33608219,1.879561644,19.12553425
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2003 - 2004,24.23532787,69.12606557,1.816967213,18.18830601
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2004 - 2005,24.84331507,64.48013699,1.656438356,18.75860274
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2005 - 2006,24.17846575,66.9030137,1.687863014,18.49912329
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2006 - 2007,25.034,63.55035616,1.776356164,18.25112329
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2007 - 2008,24.21874317,65.1613388,1.74784153,18.36177596
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2008 - 2009,25.27309589,60.27410959,1.663150685,18.92624658
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2009 - 2010,25.42342466,62.27931507,1.734356164,18.72120548
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2010 - 2011,24.4289589,69.00389041,1.638027397,18.08342466
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2011 - 2012,24.99349727,60.9495082,1.696065574,18.82336066
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2012 - 2013,24.67761644,66.10835616,1.828931507,17.54572603
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2013 - 2014,24.48161644,68.5759726,1.735315068,17.54643836
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2014 - 2015,24.1990137,65.98093151,1.776739726,17.6809863
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2015 - 2016,25.57622951,63.10336066,1.661420765,18.44909836
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2016 - 2017,24.65112329,62.58980822,1.766054795,18.5930411
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2017 - 2018,24.55720548,64.64005479,1.655178082,18.11419178
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2018 - 2019,24.86873973,62.06452055,1.783945205,17.80816438
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2019 - 2020,24.23385246,71.99551913,1.681174863,17.02308743
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2020 - 2021,24.53013699,66.30827397,1.593260274,17.33610959
Chhattisgarh,Narayanpur,19.5842032,81.1136986,5.9,25.7,31.5,42.8,25.7,1.38,2021 - 2022,24.88139726,67.25715068,1.634410959,17.31863014
